2021-10-25 16:02:34+00:00,apple’s new airpods best option people,Apple’s new $179 AirPods are the best option for most people https://t.co/00eUtf4LEY,0.37727272727272726,0.5681818181818181,POSITIVE
2021-10-25 14:36:53+00:00,review macbook pro delivers everything apple fan asking say,"Review: The MacBook Pro delivers everything Apple fans have been asking for, @robotodd says. https://t.co/hi4fQRxKjA",0.0,0.0,NEUTRAL
2021-10-25 13:06:23+00:00,macbook pro delivers everything apple fan asking,The MacBook Pro delivers everything Apple fans have been asking for https://t.co/Evc7z85Mat,0.0,0.0,NEUTRAL
2021-10-24 11:54:44+00:00,new subscriber earnings playbook investor guide big report week including apple amazon check today,New for subscribers: Earnings playbook: An investor's guide to the big reports this week including Apple and Amazon. Check out @CNBCPro today. https://t.co/mzByvfZmyP,0.2772727272727273,0.06818181818181818,POSITIVE
2021-10-23 19:03:00+00:00,apple get spend money via,How Apple gets you to spend money: https://t.co/D8Klyh16GA (via @CNBCMakeIt) https://t.co/j3M4U90UfD,0.0,0.0,NEUTRAL
2021-10-23 15:12:03+00:00,apple watch series review best smartwatch buy get bigger screen writes,"Apple Watch Series 7 review: The best smartwatch you can buy gets a bigger screen, @robotodd writes. https://t.co/BtcjjQ1jxL",0.4,0.5,POSITIVE
2021-10-22 18:23:00+00:00,listen snap get slapped apple new rule listen follow podcast favorite podcast platform,LISTEN NOW: Snap gets slapped by Apple's new rules. Listen and follow the @CNBCTheExchange podcast here or on your favorite podcast platform: https://t.co/2YdHLxlsVD https://t.co/iOnNBtYjCa,0.7272727272727273,0.3181818181818182,POSITIVE
2021-10-22 16:35:00+00:00,listen snap stumbling postearnings large part impact apple’s new privacy change company listen follow podcast favorite podcast platform,LISTEN NOW: Snap stumbling post-earnings in large part to the impact of Apple’s new privacy changes on the company. Listen and follow the @CNBCTechCheck podcast here or on your favorite podcast platform: https://t.co/RTSe4A6Kg2 https://t.co/qJiFOoRCuk,0.6277056277056277,0.28354978354978355,POSITIVE
2021-10-22 12:37:00+00:00,listen share snap sinking news company’s advertising business disrupted privacy change introduced apple earlier year listen podcast follow favorite podcast platform,LISTEN NOW: Shares of Snap are sinking on news that the company’s advertising business was disrupted by privacy changes introduced by Apple earlier this year. Listen to @CNBCWEX podcast and follow here or on your favorite podcast platform: https://t.co/i2F0hap7uz https://t.co/Twofq9vGah,0.75,0.25,POSITIVE
2021-10-22 12:36:46+00:00,new subscriber friday biggest analyst call day apple robinhood amazon imax southwest check today,"New for subscribers: Here are Friday's biggest analyst calls of the day: Apple, Robinhood, Amazon, IMAX, Southwest &amp; more. Check out @CNBCPro today. https://t.co/Q1LrjWOfdj",0.45454545454545453,0.13636363636363635,POSITIVE
2021-10-22 06:08:00+00:00,apple get spend money via,How Apple gets you to spend money: https://t.co/D8KlygJvi0 (via @CNBCMakeIt) https://t.co/9ymH5mlVBn,0.0,0.0,NEUTRAL
2021-10-21 21:30:33+00:00,apple listened loyal customer fixed laptop problem last five year,Apple listened to its most loyal customers and fixed its laptop problems from the last five years https://t.co/zJu7lD9Vhj,0.3666666666666667,0.14444444444444446,POSITIVE
2021-10-21 20:14:04+00:00,snap miss revenue expectation following apple iphone privacy change,Snap misses on revenue expectations following Apple iPhone privacy changes https://t.co/jWow6nC9pA,0.1,0.0,NEUTRAL
2021-10-21 19:59:15+00:00,facebook name change could great idea — terrible one look google apple via,"A Facebook name change could be a great idea — or a terrible one. Just look at Google, Apple and more (via @CNBCMakeIt) https://t.co/B7h7LFcL7l",0.875,-0.09999999999999998,NEGATIVE
2021-10-21 16:13:17+00:00,google slash service fee app store similar move apple,Google slashes service fees in its app store after similar move by Apple https://t.co/nQy6fPYmjK,0.4,0.0,NEUTRAL
2021-10-20 21:48:52+00:00,apple listened loyal customer fixed laptop problem last five year,Apple listened to its most loyal customers and fixed its laptop problems from the last five years https://t.co/4aCQ4EFNsi,0.3666666666666667,0.14444444444444446,POSITIVE
2021-10-20 21:10:00+00:00,fable manufacturing company like apple qualcomm nvidia took tsmc found flywheel making world chip watch full video learn,"As fabless manufacturing companies like Apple, Qualcomm and Nvidia took off, TSMC found itself on a flywheel, making more and more of the world's chips. Watch the full video here to learn more: https://t.co/00keVTCxah https://t.co/PteVlzfyzg",0.55,0.35,POSITIVE
2021-10-20 11:54:29+00:00,fable manufacturing company like apple qualcomm nvidia took tsmc found flywheel making world chip watch full video learn,"As fabless manufacturing companies like Apple, Qualcomm and Nvidia took off, TSMC found itself on a flywheel, making more and more of the world's chips. Watch the full video here to learn more: https://t.co/00keVTCxah https://t.co/kXknNXRPOk",0.55,0.35,POSITIVE
2021-10-20 03:41:00+00:00,icymi apple announced “completely redesigned” macbook pro size,ICYMI: Apple announced the “completely redesigned” MacBook Pro in 2 sizes. #AppleEvent https://t.co/M6T3k6WQzA https://t.co/hE6CEMC7Qq,0.4,0.1,POSITIVE
